gender,estimated_age,color_of_scales,color_of_eyes,color_of_wings,est_body_length,shape_of_snout,shape_of_teeth,scales_present,scale_texture,body_texture,snout_length,shape_of_body,wingspan,number_of_limbs,facial_spikes,frilled,length_of_horns,shape_of_horns,shape_of_tail,loc_of_sighting,aggressiveness,flight_speed,is_venomous,breathing_fire_observed,observed_by,year_observed,species
female,juvenile,grey,yellow,grey,4.498352975404501,long,spiked,partial,rough,partially scaled,0.6943157163066668,lithe,8.868004556830748,2,no,no,long,spiny,pointed,Hungary,7,52.70838187400134,no,no,AB,1991,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.0782032604654255,long,spiked,partial,rough,partially scaled,0.8966186931601429,lithe,8.806202625018589,2,no,no,long,spiny,pointed,Romania,6,57.1013105365987,no,no,AB,1975,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.357371766490044,long,spiked,partial,rough,partially scaled,0.8785383647808784,lithe,9.331622904171924,2,no,no,long,spiny,pointed,Romania,7,58.738651419730076,no,no,FF,1998,Ukrainian Ironbelly
male,adult,grey,red,grey,14.18541951508521,long,spiked,partial,rough,partially scaled,1.2157431055059336,lithe,44.16776553750382,2,no,no,long,spiny,pointed,Romania,7,46.46038952376629,no,yes,AB,1984,Ukrainian Ironbelly
female,adult,grey,red,grey,15.067022306518707,long,spiked,partial,rough,partially scaled,2.376974632637446,lithe,46.0705136307696,2,no,no,long,spiny,pointed,Romania,7,45.43270038077658,no,no,WX,1984,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.174967719557442,long,spiked,partial,rough,partially scaled,0.602752421786759,lithe,9.103748682527232,2,no,no,long,spiny,pointed,Ukraine,7,51.84879560776846,no,no,FF,1993,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.878967693356251,long,spiked,partial,rough,partially scaled,0.7415999291645454,lithe,9.418694773247514,2,no,no,long,spiny,pointed,Romania,6,52.45078991628036,no,no,AB,1995,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.579907230741377,long,spiked,partial,rough,partially scaled,0.8427556935135405,lithe,8.04691782338749,2,no,no,long,spiny,pointed,Romania,6,52.93453302772483,no,no,WX,1986,Ukrainian Ironbelly
male,adult,grey,yellow,grey,12.208331314276439,long,spiked,partial,rough,partially scaled,1.436048280221943,lithe,46.32766989325603,2,no,no,long,spiny,pointed,Hungary,5,47.230422238078106,no,yes,KN,2003,Ukrainian Ironbelly
male,adult,grey,red,grey,11.883782863900326,long,spiked,partial,rough,partially scaled,1.8546774093973415,lithe,43.936413252943716,2,no,no,long,spiny,pointed,Romania,6,47.70854305287836,no,yes,AB,1986,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.892120341241628,long,spiked,partial,rough,partially scaled,0.5124563007562939,lithe,8.205525914773228,2,no,no,long,spiny,pointed,Romania,6,56.43212293466898,no,no,U,1994,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.775242428644792,long,spiked,partial,rough,partially scaled,0.5028691064618027,lithe,9.145873183256628,2,no,no,long,spiny,pointed,Romania,7,57.28856567794561,no,no,NR,2021,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.027602478183823,long,spiked,partial,rough,partially scaled,0.657924313880023,lithe,8.698284635205175,2,no,no,long,spiny,pointed,Romania,7,58.454933511459245,no,no,TX,2009,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.278002224551685,long,spiked,partial,rough,partially scaled,0.5493534760839065,lithe,9.621736619375838,2,no,no,long,spiny,pointed,Ukraine,7,56.732451711435246,no,no,KN,2016,Ukrainian Ironbelly
male,adult,grey,red,grey,12.224154246019996,long,spiked,partial,rough,partially scaled,1.689243280850242,lithe,48.97408850767696,2,no,no,long,spiny,pointed,Hungary,5,46.46965427765042,no,yes,AB,1993,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.813392132816886,long,spiked,partial,rough,partially scaled,0.5080834257277685,lithe,9.506639975537496,2,no,no,long,spiny,pointed,Ukraine,7,59.657219470924716,no,no,TR,1975,Ukrainian Ironbelly
female,adult,grey,red,grey,16.1550064159479,long,spiked,partial,rough,partially scaled,2.419770687131747,lithe,46.152042383007185,2,no,no,long,spiny,pointed,Romania,6,45.75022504054195,no,no,FF,2009,Ukrainian Ironbelly
female,adult,grey,red,grey,15.41029731406691,long,spiked,partial,rough,partially scaled,2.0962439771601526,lithe,37.278212405636175,2,no,no,long,spiny,pointed,Hungary,5,45.597173274904485,no,yes,BR,1987,Ukrainian Ironbelly
female,elder,grey,yellow,grey,57.0463897647531,long,spiked,partial,rough,partially scaled,3.490043550249067,lithe,95.17794105426638,2,no,no,long,spiny,pointed,Romania,7,49.49218145602019,no,no,TX,1978,Ukrainian Ironbelly
female,elder,grey,red,grey,53.35772204937443,long,spiked,partial,rough,partially scaled,3.940096735754274,lithe,100.57753267784841,2,no,no,long,spiny,pointed,Hungary,5,45.46011632021068,no,no,NK,2018,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.39151116822106,long,spiked,partial,rough,partially scaled,0.5558520333124257,lithe,8.363227125616714,2,no,no,long,spiny,pointed,Hungary,6,51.10033412155162,no,no,SR,2022,Ukrainian Ironbelly
male,adult,grey,yellow,grey,12.88484929850869,long,spiked,partial,rough,partially scaled,1.9773430286594338,lithe,46.40818539692177,2,no,no,long,spiny,pointed,Romania,5,45.48994677302044,no,no,BB,2019,Ukrainian Ironbelly
female,adult,grey,yellow,grey,22.038786633974382,long,spiked,partial,rough,partially scaled,2.702265808957461,lithe,44.87257124797702,2,no,no,long,spiny,pointed,Romania,6,49.39232381427829,no,yes,TX,1978,Ukrainian Ironbelly
male,elder,grey,red,grey,55.12189115651473,long,spiked,partial,rough,partially scaled,4.442701236766886,lithe,85.01800587827896,2,no,no,long,spiny,pointed,Hungary,7,46.27968378808102,no,no,BB,1984,Ukrainian Ironbelly
female,adult,grey,yellow,grey,17.902077537815778,long,spiked,partial,rough,partially scaled,2.9464684198062603,lithe,45.50196294704867,2,no,no,long,spiny,pointed,Hungary,6,47.524416112923085,no,yes,DR,1986,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.738803310965348,long,spiked,partial,rough,partially scaled,0.5947460076930653,lithe,9.610674133008521,2,no,no,long,spiny,pointed,Ukraine,7,55.04675529322755,no,no,FF,2010,Ukrainian Ironbelly
female,elder,grey,yellow,grey,51.270906364027816,long,spiked,partial,rough,partially scaled,3.886492195707803,lithe,85.03428526314455,2,no,no,long,spiny,pointed,Romania,7,47.13125540966348,no,no,AB,2007,Ukrainian Ironbelly
male,adult,grey,red,grey,12.597820514465766,long,spiked,partial,rough,partially scaled,1.4535011152302215,lithe,41.723719136175994,2,no,no,long,spiny,pointed,Romania,5,46.96494459068515,no,yes,VM,1988,Ukrainian Ironbelly
male,elder,grey,yellow,grey,47.74508557552544,long,spiked,partial,rough,partially scaled,4.497300805902373,lithe,86.11384114861198,2,no,no,long,spiny,pointed,Hungary,6,46.618426392598316,no,no,NK,1987,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.058459446448648,long,spiked,partial,rough,partially scaled,0.6709976738222774,lithe,9.670048371493369,2,no,no,long,spiny,pointed,Hungary,6,50.15951968938341,no,no,BB,2001,Ukrainian Ironbelly
female,elder,grey,yellow,grey,47.155240426850106,long,spiked,partial,rough,partially scaled,3.3535152251919476,lithe,94.95248860474709,2,no,no,long,spiny,pointed,Hungary,5,49.348979712803946,no,no,KN,2003,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.579117969720583,long,spiked,partial,rough,partially scaled,0.9842404656666275,lithe,9.907795454797117,2,no,no,long,spiny,pointed,Ukraine,6,51.50689230933686,no,no,FF,2021,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.807719023780409,long,spiked,partial,rough,partially scaled,0.8255052314154079,lithe,9.060421986278916,2,no,no,long,spiny,pointed,Romania,6,50.86515498116244,no,no,OH,1986,Ukrainian Ironbelly
female,adult,grey,red,grey,20.355576476169094,long,spiked,partial,rough,partially scaled,2.966569093260923,lithe,32.65343429467459,2,no,no,long,spiny,pointed,Hungary,7,47.751233645117665,no,yes,SR,2017,Ukrainian Ironbelly
female,adult,grey,red,grey,16.7062110672782,long,spiked,partial,rough,partially scaled,2.889055901941302,lithe,43.56548803097412,2,no,no,long,spiny,pointed,Romania,6,48.34394754661492,no,no,BB,1983,Ukrainian Ironbelly
male,elder,grey,yellow,grey,39.4990480851776,long,spiked,partial,rough,partially scaled,3.7091539620414262,lithe,99.49651727223659,2,no,no,long,spiny,pointed,Romania,6,45.93681652487745,no,no,SR,2021,Ukrainian Ironbelly
female,elder,grey,red,grey,42.85590127471597,long,spiked,partial,rough,partially scaled,3.150045698940728,lithe,84.36632425264193,2,no,no,long,spiny,pointed,Hungary,5,45.99412117790344,no,no,LM,1995,Ukrainian Ironbelly
female,elder,grey,red,grey,51.61197677322894,long,spiked,partial,rough,partially scaled,3.079893817124576,lithe,82.87798989006286,2,no,no,long,spiny,pointed,Hungary,6,48.88575533869462,no,no,TR,2010,Ukrainian Ironbelly
female,elder,grey,red,grey,53.69512123064968,long,spiked,partial,rough,partially scaled,3.845207494871324,lithe,80.04827823301746,2,no,no,long,spiny,pointed,Romania,6,45.282499682289355,no,no,KN,2009,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.132467203907596,long,spiked,partial,rough,partially scaled,0.9927406191784574,lithe,8.630236422679083,2,no,no,long,spiny,pointed,Ukraine,7,55.67659692089444,no,no,SX,1982,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.95023614118238,long,spiked,partial,rough,partially scaled,0.5615569479966469,lithe,8.800066214934734,2,no,no,long,spiny,pointed,Ukraine,5,55.735701418277664,no,no,CT,2007,Ukrainian Ironbelly
male,elder,grey,yellow,grey,40.11217974957332,long,spiked,partial,rough,partially scaled,4.759613500969083,lithe,73.54323692275096,2,no,no,long,spiny,pointed,Ukraine,6,49.50494746203501,no,no,BR,1978,Ukrainian Ironbelly
female,adult,grey,red,grey,21.035995140712387,long,spiked,partial,rough,partially scaled,2.8044833938067013,lithe,31.15221619738626,2,no,no,long,spiny,pointed,Ukraine,5,45.66311171306038,no,no,U,1981,Ukrainian Ironbelly
male,elder,grey,yellow,grey,40.54301539654077,long,spiked,partial,rough,partially scaled,4.562682345253779,lithe,85.39208223881374,2,no,no,long,spiny,pointed,Ukraine,5,49.0162820051824,no,no,TR,1979,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.643558423713271,long,spiked,partial,rough,partially scaled,0.9996558761907486,lithe,8.802108530559302,2,no,no,long,spiny,pointed,Ukraine,7,51.0547581426858,no,no,BR,1983,Ukrainian Ironbelly
female,adult,grey,red,grey,17.337718170236503,long,spiked,partial,rough,partially scaled,2.010640017381134,lithe,44.36272709790938,2,no,no,long,spiny,pointed,Romania,5,49.28484685584432,no,yes,NR,1988,Ukrainian Ironbelly
male,adult,grey,red,grey,19.79053193322172,long,spiked,partial,rough,partially scaled,1.1853442756463897,lithe,45.73338275111539,2,no,no,long,spiny,pointed,Romania,7,49.786632499927514,no,no,KN,2002,Ukrainian Ironbelly
male,elder,grey,red,grey,47.02069612547841,long,spiked,partial,rough,partially scaled,4.753060795180996,lithe,72.39689287832073,2,no,no,long,spiny,pointed,Ukraine,6,46.49774011762152,no,no,OH,1996,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.361495006563853,long,spiked,partial,rough,partially scaled,0.7344814221085484,lithe,9.102630545185063,2,no,no,long,spiny,pointed,Romania,6,51.040723887424825,no,no,U,1976,Ukrainian Ironbelly
female,adult,grey,red,grey,22.079534221553466,long,spiked,partial,rough,partially scaled,2.1150598873923547,lithe,49.623256156676334,2,no,no,long,spiny,pointed,Ukraine,7,49.804229182692346,no,no,OK,2013,Ukrainian Ironbelly
female,adult,grey,red,grey,16.90182996197431,long,spiked,partial,rough,partially scaled,2.260967628076943,lithe,30.462550689385573,2,no,no,long,spiny,pointed,Hungary,7,46.68207998827266,no,no,FF,2008,Ukrainian Ironbelly
male,elder,grey,yellow,grey,36.08633068559073,long,spiked,partial,rough,partially scaled,4.264490423871991,lithe,95.90966548576135,2,no,no,long,spiny,pointed,Ukraine,6,45.548483187233565,no,no,OH,2014,Ukrainian Ironbelly
male,elder,grey,yellow,grey,34.79974683101276,long,spiked,partial,rough,partially scaled,4.192992343832348,lithe,91.81473218271657,2,no,no,long,spiny,pointed,Hungary,5,46.1839127853532,no,no,U,1984,Ukrainian Ironbelly
male,elder,grey,yellow,grey,38.54478670181164,long,spiked,partial,rough,partially scaled,4.699429273284901,lithe,72.89328296105819,2,no,no,long,spiny,pointed,Romania,6,47.3860690795554,no,no,OK,1997,Ukrainian Ironbelly
male,adult,grey,yellow,grey,17.363080686567592,long,spiked,partial,rough,partially scaled,1.6592937728567514,lithe,44.81606008276321,2,no,no,long,spiny,pointed,Romania,6,48.40906109839162,no,yes,WX,1975,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.257739303195716,long,spiked,partial,rough,partially scaled,0.9289432006544376,lithe,8.907286145146877,2,no,no,long,spiny,pointed,Ukraine,7,55.73116981069959,no,no,U,1988,Ukrainian Ironbelly
male,elder,grey,yellow,grey,37.21679054045096,long,spiked,partial,rough,partially scaled,3.911753516266444,lithe,85.51915329802779,2,no,no,long,spiny,pointed,Ukraine,5,45.94602193866665,no,no,NR,2007,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.783375893777091,long,spiked,partial,rough,partially scaled,0.757566459692466,lithe,9.729325854579825,2,no,no,long,spiny,pointed,Ukraine,5,56.028158394223,no,no,SX,1978,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.714680199557905,long,spiked,partial,rough,partially scaled,0.7074010641701682,lithe,8.674416868635333,2,no,no,long,spiny,pointed,Hungary,6,59.248056780972306,no,no,LM,2009,Ukrainian Ironbelly
female,adult,grey,red,grey,20.688558050267467,long,spiked,partial,rough,partially scaled,2.9580213002535505,lithe,39.9763214056241,2,no,no,long,spiny,pointed,Romania,6,48.41989299519341,no,no,TX,1992,Ukrainian Ironbelly
female,adult,grey,red,grey,19.054015188505744,long,spiked,partial,rough,partially scaled,2.7624026888594715,lithe,44.614677672218264,2,no,no,long,spiny,pointed,Hungary,6,45.471186415964766,no,no,TX,2008,Ukrainian Ironbelly
male,adult,grey,red,grey,10.043622088501396,long,spiked,partial,rough,partially scaled,1.5244957399583527,lithe,48.191331365847205,2,no,no,long,spiny,pointed,Hungary,7,46.56610664003379,no,yes,NR,1992,Ukrainian Ironbelly
male,elder,grey,red,grey,46.43510575570742,long,spiked,partial,rough,partially scaled,4.654057327382429,lithe,62.79205353836424,2,no,no,long,spiny,pointed,Hungary,7,49.72703474756074,no,no,DR,2005,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.750470192845159,long,spiked,partial,rough,partially scaled,0.7181329495197117,lithe,8.014483068224218,2,no,no,long,spiny,pointed,Hungary,5,58.15614242236438,no,no,SX,2019,Ukrainian Ironbelly
female,adult,grey,red,grey,23.809558760052315,long,spiked,partial,rough,partially scaled,2.92560857111816,lithe,38.47821881546815,2,no,no,long,spiny,pointed,Ukraine,7,45.9400610510843,no,yes,BR,2019,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.981311446555437,long,spiked,partial,rough,partially scaled,0.6462258234567116,lithe,8.453984605353883,2,no,no,long,spiny,pointed,Hungary,6,50.25664111162381,no,no,SX,1977,Ukrainian Ironbelly
female,elder,grey,red,grey,44.06585163284179,long,spiked,partial,rough,partially scaled,3.7030237679681846,lithe,109.99946139002492,2,no,no,long,spiny,pointed,Hungary,6,49.407801276499725,no,no,WX,2006,Ukrainian Ironbelly
female,elder,grey,yellow,grey,49.07904598581882,long,spiked,partial,rough,partially scaled,3.9850669650756902,lithe,101.06600575810947,2,no,no,long,spiny,pointed,Ukraine,7,47.09865935962259,no,no,NR,2008,Ukrainian Ironbelly
female,adult,grey,red,grey,23.345795701592586,long,spiked,partial,rough,partially scaled,2.496053401680313,lithe,36.503625109286006,2,no,no,long,spiny,pointed,Hungary,7,49.18786068996827,no,no,VM,2019,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.844367565836686,long,spiked,partial,rough,partially scaled,0.9117987393344713,lithe,8.189131863977773,2,no,no,long,spiny,pointed,Romania,7,58.166992337993825,no,no,NR,2010,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.444488640868773,long,spiked,partial,rough,partially scaled,0.5468063211202676,lithe,9.027992828351906,2,no,no,long,spiny,pointed,Ukraine,5,51.47606576429358,no,no,CT,2007,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.997239317276094,long,spiked,partial,rough,partially scaled,0.8243201842741381,lithe,8.678471046379094,2,no,no,long,spiny,pointed,Ukraine,7,52.995367855618085,no,no,TX,1983,Ukrainian Ironbelly
female,adult,grey,yellow,grey,20.083552641735906,long,spiked,partial,rough,partially scaled,2.096012198657294,lithe,30.037552019564394,2,no,no,long,spiny,pointed,Hungary,7,45.70399153418213,no,yes,TR,1980,Ukrainian Ironbelly
female,elder,grey,yellow,grey,62.39024154203139,long,spiked,partial,rough,partially scaled,3.4198804497606026,lithe,82.44196560695124,2,no,no,long,spiny,pointed,Romania,7,48.726669742891,no,no,U,2015,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.881736037611508,long,spiked,partial,rough,partially scaled,0.5080033436206445,lithe,8.744220384615339,2,no,no,long,spiny,pointed,Ukraine,5,50.55610008977873,no,no,BB,1979,Ukrainian Ironbelly
male,elder,grey,red,grey,31.632145684108046,long,spiked,partial,rough,partially scaled,3.0483842631518465,lithe,85.9684582824726,2,no,no,long,spiny,pointed,Hungary,6,46.35861492628745,no,no,SR,1976,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.661333997610953,long,spiked,partial,rough,partially scaled,0.8234261676184853,lithe,8.456321618488566,2,no,no,long,spiny,pointed,Romania,6,50.09866094416829,no,no,CT,2002,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.039734143367359,long,spiked,partial,rough,partially scaled,0.6791684017484121,lithe,8.12847573283305,2,no,no,long,spiny,pointed,Hungary,6,58.28409783700052,no,no,SR,1999,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.485237328275727,long,spiked,partial,rough,partially scaled,0.9460823428675358,lithe,8.497807193812633,2,no,no,long,spiny,pointed,Romania,7,52.515406517555604,no,no,WX,1982,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.891895616033877,long,spiked,partial,rough,partially scaled,0.9803939959674385,lithe,8.82129461632055,2,no,no,long,spiny,pointed,Ukraine,5,53.162026661912655,no,no,OK,2016,Ukrainian Ironbelly
female,elder,grey,red,grey,55.143938919610335,long,spiked,partial,rough,partially scaled,3.117628242275232,lithe,96.73160358994063,2,no,no,long,spiny,pointed,Romania,6,47.23833246587331,no,no,NR,1999,Ukrainian Ironbelly
male,adult,grey,yellow,grey,15.556432546287024,long,spiked,partial,rough,partially scaled,1.7256748255643755,lithe,45.34051477372096,2,no,no,long,spiny,pointed,Romania,7,45.21902764199375,no,no,CT,2005,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.772785581232714,long,spiked,partial,rough,partially scaled,0.5655068513008159,lithe,8.683487581143527,2,no,no,long,spiny,pointed,Hungary,7,55.43703561663397,no,no,VM,2020,Ukrainian Ironbelly
female,elder,grey,red,grey,60.63964310579166,long,spiked,partial,rough,partially scaled,3.8270211585399267,lithe,91.09673598538654,2,no,no,long,spiny,pointed,Ukraine,6,45.53025959815465,no,no,CT,1975,Ukrainian Ironbelly
